"departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"HAUTE-VIENNE","RANCON","Farm","RANCON","46.133333","1.183333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","La Haye-du-Puits","Farm","La Haye-du-Puits","49.3","-1.55","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIRET","SAINT-MAURICE-SUR-AVEYRON","Farm","SAINT-MAURICE-SUR-AVEYRON","47.85","2.933333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Le Mesnil-Raoult","Farm","Le Mesnil-Raoult","49.033333","-1.066667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ORNE","LA COURBE","Farm","LA COURBE","48.75","-0.183333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","BERCK","Farm","BERCK","50.383333","1.616667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ALLIER","VAUX","Farm","VAUX","46.425","2.6","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","CHARLEVILLE-SOUS-BOIS","Farm","CHARLEVILLE-SOUS-BOIS","49.183333","6.416667","16/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","NEUVILLE-LEZ-BEAULIEU","Farm","NEUVILLE-LEZ-BEAULIEU","49.9","4.283333","16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","CHAMPSEVRAINE","Farm","CHAMPSEVRAINE","47.8","5.433333","16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ALLIER","BUXIERES-LES-MINES","Farm","BUXIERES-LES-MINES","46.466667","2.966667","16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"OISE","MENEVILLERS","Farm","MENEVILLERS","49.516667","2.6","16/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","GODERVILLE","Farm","GODERVILLE","49.65","0.366667","16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","BALLEDENT","Farm","BALLEDENT","46.116667","1.216667","16/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","RESSON","Farm","RESSON","48.766667","5.233333","17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","MILLERY","Farm","MILLERY","47.5172","4.3137","17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","FONTENELLE","Farm","FONTENELLE","50.033333","3.866667","17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AUBE","Bossancourt","Farm","Bossancourt","48.283333","4.6","17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","DELETTES","Farm","DELETTES","50.616667","2.2","17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","AULT","Farm","AULT","50.1","1.45","17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","PRISSAC","Farm","PRISSAC","46.516667","1.316667","17/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MAINE-ET-LOIRE","BEGROLLES-EN-MAUGES","Farm","BEGROLLES-EN-MAUGES","47.15","-0.933333","17/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","LA FEREE","Farm","LA FEREE","49.75","4.3","18/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","SAINT-MAURICE-DES-LIONS","Farm","Saint-Maurice-des-Lions","45.966667","0.7","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","MONTCAVREL","Farm","MONTCAVREL","50.516667","1.8","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","HAUTE-AMANCE","Farm","HAUTE-AMANCE","47.9","5.516667","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","PAGEAS","Farm","PAGEAS","45.683333","1","18/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE-ET-LOIR","LA MANCELIERE","Farm","LA MANCELIERE","48.65","0.983333","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","LE PIN","Farm","LE PIN","49.216667","0.333333","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","ABZAC","Farm","ABZAC","46.1","0.7","18/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","BRIXEY-AUX-CHANOINES","Farm","BRIXEY-AUX-CHANOINES","48.466667","5.716667","19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MARNE","CRUGNY","Farm","CRUGNY","49.25","3.733333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AIN","SAINT-ANDRE-LE-BOUCHOUX","Farm","SAINT-ANDRE-LE-BOUCHOUX","46.116667","5.083333","19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","BAINVILLE-SUR-MADON","Farm","BAINVILLE-SUR-MADON","48.583333","6.083333","19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","LE CHATELET","Farm","LE CHATELET","46.633333","2.283333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","SAINT-HILAIRE-EN-LIGNIERES","Farm","SAINT-HILAIRE-EN-LIGNIERES","46.733333","2.166667","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","LA ROCHE-VANNEAU","Farm","LA ROCHE-VANNEAU","47.466667","4.533333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"GIRONDE","CABANAC-ET-VILLAGRAINS","Farm","CABANAC-ET-VILLAGRAINS","44.6","-0.55","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","CHATEAUPONSAC","Farm","CHATEAUPONSAC","46.133333","1.283333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIRET","NIBELLE","Farm","NIBELLE","48.016667","2.333333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MAINE-ET-LOIRE","SAINT-LEGER-SOUS-CHOLET","Farm","SAINT-LEGER-SOUS-CHOLET","47.1","-0.916667","19/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","SAINT-HIPPOLYTE","Farm","SAINT-HIPPOLYTE","47.05","1.1","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","BRICQUEBEC","Farm","BRICQUEBEC","49.466667","-1.633333","19/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","NANTIAT","Farm","NANTIAT","46.016667","1.183333","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","SAINT-HILAIRE-EN-LIGNIERES","Farm","SAINT-HILAIRE-EN-LIGNIERES","46.733333","2.166667","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","MASSIGNAC","Farm","MASSIGNAC","45.783333","0.65","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","MONTCHEVRIER","Farm","MONTCHEVRIER","46.483333","1.75","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","SAINT-BRICE","Farm","SAINT-BRICE","48.7","-1.3167","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","MANDRES-EN-BARROIS","Farm","MANDRES-EN-BARROIS","48.5","5.383333","20/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","CROMAC","Farm","CROMAC","46.35","1.3","20/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","OZERAILLES","Farm","OZERAILLES","49.233333","5.85","20/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SOMME","LIGNIERES-CHATELAIN","Farm","LIGNIERES-CHATELAIN","49.766667","1.866667","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","MONTMEILLANT","Farm","MONTMEILLANT","49.683333","4.333333","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","LA CROIX-SUR-GARTEMPE","Farm","LA CROIX-SUR-GARTEMPE","46.166667","0.983333","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","HOUECOURT","Farm","HOUECOURT","48.3","5.9","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","PRESSAC","Farm","PRESSAC","46.116667","0.566667","20/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","MIRECOURT","Farm","MIRECOURT","48.3","6.133333","21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","ESSE","Farm","ESSE","46.033333","0.716667","21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","BRIGUEUIL","Farm","BRIGUEUIL","45.95308","0.85879","21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","MORLAC","Farm","MORLAC","46.716667","2.316667","21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIRET","COMBREUX","Farm","COMBREUX","47.95","2.3","21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PYRÉNÉES-ATLANTIQUES","ORDIARP","Farm","ORDIARP","43.183333","-0.933333","21/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","ANOST","Farm","ANOST","47.066667","4.1","21/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","AFFLEVILLE","Farm","AFFLEVILLE","49.266667","5.766667","21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","MARCHESEUIL","Farm","MARCHESEUIL","47.15","4.35","21/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","SAINT-JEAN-DE-BOEUF","Farm","SAINT-JEAN-DE-BOEUF","47.216667","4.75","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","CRECY-SUR-SERRE","Farm","CRECY-SUR-SERRE","49.7","3.616667","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","REUMONT","Farm","REUMONT","50.083333","3.483333","22/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","PRESSAC","Farm","PRESSAC","46.116667","0.566667","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","AVROULT","Farm","AVROULT","50.633333","2.15","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","REMILLY-SUR-LOZON","Farm","REMILLY-SUR-LOZON","49.183333","-1.25","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","PROVENCY","Farm","PROVENCY","47.55","3.95","22/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"OISE","SARNOIS","Farm","SARNOIS","49.683333","1.9","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AIN","CHAVEYRIAT","Farm","CHAVEYRIAT","46.183333","5.066667","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SARTHE","LA SUZE-SUR-SARTHE","Farm","LA SUZE-SUR-SARTHE","47.9","0.033333","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIR-ET-CHER","CHEMERY","Farm","CHEMERY","47.35","1.466667","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","BLARINGHEM","Farm","BLARINGHEM","50.7","2.4","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","GONNEVILLE-EN-AUGE","Farm","GONNEVILLE-EN-AUGE","49.266667","-0.183333","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AUBE","ORMES","Farm","ORMES","48.55","4.116667","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","WANNEHAIN","Farm","WANNEHAIN","50.566667","3.266667","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","GRAND-CAMP","Farm","GRAND-CAMP","49.558333","0.591667","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","VANDENESSE-EN-AUXOIS","Farm","VANDENESSE-EN-AUXOIS","47.216667","4.6","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","MONTIGNY-EN-CAMBRESIS","Farm","MONTIGNY-EN-CAMBRESIS","50.1","3.416667","23/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","LIGNAC","Farm","LIGNAC","46.466667","1.216667","23/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","DIEVAL","Farm","DIEVAL","50.433333","2.45","24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","FEYTIAT","Farm","FEYTIAT","45.8","1.333333","24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NORD","LE CATEAU-CAMBRESIS","Farm","LE CATEAU-CAMBRESIS","50.1","3.583333","24/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","SAINT-LEONARD","Farm","SAINT-LEONARD","49.75","0.366667","24/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","CHAMPSEVRAINE","Farm","CHAMPSEVRAINE","47.7468","5.5502","24/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","PREMONT","Farm","PREMONT","50","3.383333","25/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","MAGNAC-LAVAL","Farm","MAGNAC-LAVAL","46.216667","1.166667","25/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","ACY","Farm","ACY","49.35","3.416667","25/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","LANGRUNE-SUR-MER","Farm","LANGRUNE-SUR-MER","49.316667","-0.366667","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE","EPAIGNES","Farm","EPAIGNES","49.283333","0.45","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","RECHICOURT-LE-CHATEAU","Farm","RECHICOURT-LE-CHATEAU","48.666667","6.85","26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","PETERSBACH","Farm","PETERSBACH","48.866667","7.266667","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","MOUHERS","Farm","MOUHERS","46.566667","1.783333","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SARTHE","CONGE-SUR-ORNE","Farm","CONGE-SUR-ORNE","48.2","0.25","26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CREUSE","CHENIERS","Farm","CHENIERS","46.35","1.833333","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","SAINT-LEGER-SUR-DHEUNE","Farm","SAINT-LEGER-SUR-DHEUNE","46.85","4.633333","26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","AUDINGHEN","Farm","AUDINGHEN","50.85","1.6","26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","BRIGUEUIL","Farm","BRIGUEUIL","45.95308","0.85879","26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AIN","LENT","Farm","LENT","46.116667","5.2","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEUSE","WILLERONCOURT","Farm","WILLERONCOURT","48.716667","5.366667","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","LA COLOMBE","Farm","LA COLOMBE","48.866667","-1.183333","27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","SAINTE-CROIX","Farm","SAINTE-CROIX","46.566667","5.25","27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","SAINT-GERMAIN-LES-SENAILLY","Farm","SAINT-GERMAIN-LES-SENAILLY","47.6","4.266667","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","GUIPY","Farm","GUIPY","47.233333","3.583333","27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ALLIER","TREVOL","Farm","TREVOL","46.633333","3.3","27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MARNE","DOMMARTIN-DAMPIERRE","Farm","DOMMARTIN-DAMPIERRE","49.0736","4.8271","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","PAS-EN-ARTOIS","Farm","PAS-EN-ARTOIS","50.15","2.5","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-ET-MARNE","VAUDOY-EN-BRIE","Farm","VAUDOY-EN-BRIE","48.683333","3.083333","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE","Freneuse-sur-Risle","Farm","Freneuse-sur-Risle","49.25","0.666667","27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AIN","VILLIEU-LOYES-MOLLON","Farm","VILLIEU-LOYES-MOLLON","45.95","5.283333","27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","LA BERTHENOUX","Farm","LA BERTHENOUX","46.65","2.066667","28/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","MONCHIET","Farm","MONCHIET","50.233333","2.633333","28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","COURCELLES-LES-SEMUR","Farm","COURCELLES-LES-SEMUR","47.45","4.3","28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","LIVERDUN","Farm","LIVERDUN","48.75","6.05","28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","MORGNY-EN-THIERACHE","Farm","MORGNY-EN-THIERACHE","49.766667","4.066667","28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
